,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,rating
1588,Italy,"Made with organically cultivated grapes, this savory white offers alluring aromas of yellow stone fruit, pear and white spring flower. Juicy and delicious, the creamy palate doles out succulent yellow peach, golden apple, nectarine and a savory saline note. Tangy acidity lifts the creamy flavors while a hint of white almond graces the finish.",Selvabianca,91,18.0,Tuscany,Vernaccia di San Gimignano,,Kerin O’Keefe,@kerinokeefe,Il Colombaio di Santa Chiara 2015 Selvabianca  (Vernaccia di San Gimignano),Vernaccia,Il Colombaio di Santa Chiara,High
1589,Italy,"This fragrant Barolo has lovely floral and underbrush aromas and a restrained palate showing cherry and spice. It's tightly tannic and very nervous, needing more time to soften up.",Bricco Ambrogio,91,75.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2009 Bricco Ambrogio  (Barolo),Nebbiolo,Paolo Scavino,High
1590,US,"From three vineyards, including Roberts Road, this wine impresses in floral honeycomb and a freshness that belies its medium-bodied weight and pithy texture, finishing in vanilla that never gets sweet.",,91,42.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Eric Kent 2013 Chardonnay (Russian River Valley),Chardonnay,Eric Kent,High
1591,US,"This wine is all varietal coming from the esteemed Seven Hills Vineyard. Aromas of moist earth, bittersweet chocolate, cherry and spice lead to beautifully balanced pit-fruit flavors that show intensity and suppleness, with a finish that won't quit.",,92,75.0,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,18401 Cellars 2013 Cabernet Sauvignon (Walla Walla Valley (OR)),Cabernet Sauvignon,18401 Cellars,High
1592,Italy,"Aromas of pressed rose petal, roasted herb and a funky but not unpleasant trace of game lead the way. The gamey note carries through to the ripe, chewy palate, together with juicy Morello cherry, raspberry compote, mint, clove and mineral while a saline note closes the finish. It's still young and tannic, but shows a certain rustic charm. Drink 2019–2025.",Fossati,91,75.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Enzo Boglietti 2012 Fossati  (Barolo),Nebbiolo,Enzo Boglietti,High
1593,France,"Powerful, complex and ripe, this is a magnificent and concentrated wine. Juicy blackberry fruits, tight acidity and finely integrated tannins give a smooth, rich texture. This beautiful wine has long-term aging potential.",,95,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Canon 2010  Saint-Émilion,Bordeaux-style Red Blend,Château Canon,High
1594,Spain,"Dark as night, with charcoal, campfire, sweet berry and jammy notes to the alluring bouquet. Lively on the palate, with tangy acidity propelling black fruit, sweet oak, licorice and spice flavors. Solid, well built and generally smooth. Excellent Ribera from a very good year. Drink through 2019.",Corimbo I,92,63.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Bodegas La Horra 2009 Corimbo I  (Ribera del Duero),Tempranillo,Bodegas La Horra,High
1595,US,"Clove-spiced pomegranate juice hits the nose first on this top-end bottling from the Foley family. It also offers some soy and sesame scents. A minerally line of pencil lead and black rocks coalesce the palate around savory, tangy flavors of tart cherry, incense, Earl Grey tea and orange rind.",Lindsay's Vineyard,93,75.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Two Sisters 2013 Lindsay's Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Two Sisters,High
1596,France,"An elegant wine, this is full of ripe black-fruit flavors, and it has a rich, velvety texture. The acidity and minerality give this wine a sense of structure that promises good aging potential.",Les Taillepieds Premier Cru,91,,Burgundy,Volnay,,Roger Voss,@vossroger,Domaine Champy 2010 Les Taillepieds Premier Cru  (Volnay),Pinot Noir,Domaine Champy,High
1597,US,"A blend of Cabernet Sauvignon (55%), Merlot (36%) and Petit Verdot from the Seven Hills and Loess vineyards, aromas of dried high-toned herb, cocoa and barrel spice intermingle on a wine that has yet to fully reveal its charms. The palate offers cranberry and dark-cherry flavors that create an exquisite sense of freshness and balance.",Proprietary,91,75.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,18401 Cellars 2014 Proprietary Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,18401 Cellars,High
1598,Argentina,"Ripe berry aromas are touched up with cola and root-beer notes that make this even nicer. A muscular, deeply structured palate is home to herbal plum and berry flavors along with notes of coffee and dark spices. Tobacco and herbal notes take over on a complex finish. Drink this Cabernet Franc (with 15% Malbec) through 2024.",Gran Enemigo Agrelo Single Vineyard,93,120.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,El Enemigo 2014 Gran Enemigo Agrelo Single Vineyard Cabernet Franc (Mendoza),Cabernet Franc,El Enemigo,High
1599,Italy,"From limestone and clay soils, this elegant Aglianico opens with a smooth and silky feel backed by power. Aromas of dark fruit, licorice and spice would match leg of lamb or pork roast.",Anastasi,92,50.0,Southern Italy,Aglianico del Taburno,,,,Ocone 2006 Anastasi  (Aglianico del Taburno),Aglianico,Ocone,High
1600,US,"Directly adjoining the famed Shea Vineyard, these grapes bring comparable quality. This is young, grapy and aromatic, with primary aromas focused on black-cherry fruit. There are streaks of licorice and cola, leading into a long, lemony, tobacco-laced finish.",Estate Vineyard,92,65.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Penner-Ash 2014 Estate Vineyard Pinot Noir,Pinot Noir,Penner-Ash,High
1601,Spain,"Dark, meaty aromas of blackberry, boysenberry, herbs and spice pave the way for a jammy, tannic palate that's jumbled in feel. Blueberry, mint, herb and briny flavors finish blocky, with herbal notes and heat. Drink this big-bodied offering through 2023.",Selección,91,42.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Arrocal 2011 Selección  (Ribera del Duero),Tempranillo,Arrocal,High
1602,Portugal,"A selection of wines made after harvest, this Reserva is a firm, perfumed, structured wine. It has powerful tannins that go with the black fruits and acidity, but it's also deliciously juicy—a powerful and ripe wine that will improve for several years.",Padre Pedro Reserva,91,18.0,Tejo,,,Roger Voss,@vossroger,Casa Cadaval 2010 Padre Pedro Reserva Red (Tejo),Portuguese Red,Casa Cadaval,High
1603,Italy,"Dried rose petal, underbrush, leather, and a balsamic note are just some of the scents you'll find on this firm, well-structured red. On the palate, licorice, clove and crushed herb accent the core of crushed black cherry while velvety tannins and fresh acidity provide the framework. Drink 2018–2028.",Sorano,93,60.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Ascheri 2011 Sorano  (Barolo),Nebbiolo,Ascheri,High
1604,France,"92-94 Barrel sample. A big, concentrated, powerful wine, yet also one restrained by elegant fresh fruits. There is plenty of style here, a complex mix of fruits, acidity and balanced tannins.",Barrel sample,93,,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Langoa Barton 2008 Barrel sample  (Saint-Julien),Bordeaux-style Red Blend,Château Langoa Barton,High
1605,Austria,"Savory notes of chervil combine with fresh citrus and ripe pear on the nose. The plate still has a yeasty, leesy touch and a full texture on the generous but fresh body. Slight spritz adds to the verve. The finish is both warming and refreshing, and chock full of pear fruit.",Obere Steigen,91,22.0,Traisental,,,Anne Krebiehl MW,@AnneInVino,Markus Huber 2016 Obere Steigen Grüner Veltliner (Traisental),Grüner Veltliner,Markus Huber,High
1606,US,"The producer continues to hit it out of the park with this vintage of Pinot, offering a gorgeously balanced interpretation of a marquee vineyard site. Rose petal and lavender aromas evolve into flavors of rosemary, high-toned orange peel, dried cherry and cranberry on the palate, keeping things ethereal throughout. Smooth and medium bodied, the tannins are coy and the entire experience memorable.",Rochioli Vineyard,94,70.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gary Farrell 2012 Rochioli Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell,High
1607,Italy,"Made entirely with Pinot Nero, this stunning wine offers aromas of rose, small red berry and pastry. The silky palate offers strawberry, baked apple, nectarine zest, bread crust and nut alongside an elegant, persistent perlage.",Vintage Collection Dosage Zero,93,75.0,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Ca' del Bosco 2010 Vintage Collection Dosage Zero Pinot Nero (Franciacorta),Pinot Nero,Ca' del Bosco,High
1608,US,"Pungently earthy in cigar box and compost, this is a compact and densely powerful wine, full of blackberry-jam flavor dipped in chocolate and cinnamon spice.",Nonno's Reserve Old Vine,92,44.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Sbragia 2014 Nonno's Reserve Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Sbragia,High
1609,France,"Fragrant notes of both green zingy fresh apples and more mellow baked apple fill the nose. The palate follows this with yeasty autolysis reminiscent of sourdough bread, dark honey and more refreshing green apple. The palate is lithe, dry and elegant with fine mousse and makes for a mouth-watering finish and a classy apéritif.",Plaisir Perlant Extra Brut,91,30.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Charles Frey 2013 Plaisir Perlant Extra Brut Sparkling (Crémant d'Alsace),Sparkling Blend,Domaine Charles Frey,High
1610,US,"A tasty array of delicious fruit flavors merges with meaty, savory, smoky nuances in this full-bodied, bold-tasting and very enjoyable wine. It smells like blackberries, blueberries and oak smoke, and tastes more wild and beefy until a wave of fruit envelops the finish. It shows interesting complexity along with lip-smacking allure.",,92,24.0,California,Shenandoah Valley (CA),Sierra Foothills,Jim Gordon,@gordone_cellars,Helwig 2013 G-S-M (Shenandoah Valley (CA)),G-S-M,Helwig,High
1611,US,"The majority Cab Sauvignon in the blend brings classic blackberry and cassis flavors, as well as firm tannins. The flavors are complex and interesting, and change as they breathe in the glass. Should develop additional bottle complexity over the years, although it's ready to drink now.",Estate,93,75.0,California,Napa Valley,Napa,,,Sodaro 2008 Estate Red (Napa Valley),Bordeaux-style Red Blend,Sodaro,High
1612,US,"The wine is stunning, full of bright red fruit and a soft tinge of French bread, tightly structured with dark wood and a leathery component. A beautiful example of what can happen when the right winemaker and site collide: The finish is long and the wine is one to remember.",Cote de Castelero,93,45.0,California,Lake County,,Virginie Boone,@vboone,Alienor 2009 Cote de Castelero Syrah (Lake County),Syrah,Alienor,High
1613,US,"Blended with a healthy dose (21%) of Merlot, this luxurious, velvety wine is named for co-owner Craig Hall's mother. Blackberry jam, black pepper and a touch of thick tar mark the full-bodied deliciousness going on here, a totally pleasurable experience worth enjoying now, though it can be held through 2020.",Ellie's,93,80.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Hall 2012 Ellie's Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hall,High
1614,France,"The nose is still closed but already gives glimpses of citrus zestiness. The palate is a riot of both fresh and candied peel, think Seville orange, tangerine and Meyer lemon. The zesty freshness of the citrus fruit always has the upper hand on this energetic, exuberant late harvest wine and counters the residual sweetness perfectly. Killer acidity and utter concentration create a magnetic, delicious, age-worthy wine. The finish is off dry and refreshing, with a sweetish glint here and there. Drink 2017–2040 at least.",Clos Saint-Théobald Rangen Grand Cru Vendanges Tardives,96,60.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Schoffit 2015 Clos Saint-Théobald Rangen Grand Cru Vendanges Tardives Riesling (Alsace),Riesling,Domaine Schoffit,High
1615,US,"This is a juicy, earthy and expansive wine, with highlights of rose petal and wild strawberry. Pretty and ethereal, it offers body without an abundance of weight, the oak and tannin both integrated well.",Reserve,91,43.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,MacMurray Estate Vineyards 2015 Reserve Pinot Noir (Russian River Valley),Pinot Noir,MacMurray Estate Vineyards,High
1616,Italy,Barolo Serre is made with fruit sourced from various vineyard sites. This gorgeous wine opens with a modern touch of sweet spice and toasted nut lavished over ethereal aromas of cherry liqueur and dark licorice. Drink in 5–10 years.,Serre,93,75.0,Piedmont,Barolo,,,,Gianni Gagliardo 2007 Serre  (Barolo),Nebbiolo,Gianni Gagliardo,High
1617,France,"Still young, this has fine potential. As it matures, the ripe gooseberry and apple fruit notes will open up to yield a rich, complex and mineral wine. It will always have a tight texture along with vibrant acidity to finish. Drink from 2017.",Le Domaine,92,35.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Saget la Perrière 2013 Le Domaine  (Pouilly-Fumé),Sauvignon Blanc,Saget la Perrière,High
1618,Austria,"Beautifully smooth, this ripe wine contrasts its rich peach and pineapple flavors with a squeezed lime note and taut acidity. With its intensely-fruity finish, this is a wine for aging.",Schenkenbichl Reserve,92,28.0,Kamptal,,,Roger Voss,@vossroger,Summerer 2010 Schenkenbichl Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Summerer,High
